,listing_url,scrape_id
0,https://www.airbnb.com/rooms/10595,20240900000000.0
1,https://www.airbnb.com/rooms/10990,20240900000000.0
2,https://www.airbnb.com/rooms/10993,20240900000000.0
3,https://www.airbnb.com/rooms/10995,20240900000000.0
4,https://www.airbnb.com/rooms/27262,20240900000000.0
5,https://www.airbnb.com/rooms/33945,20240900000000.0
6,https://www.airbnb.com/rooms/49489,20240900000000.0
7,https://www.airbnb.com/rooms/60394,20240900000000.0
8,https://www.airbnb.com/rooms/498604,20240900000000.0
9,https://www.airbnb.com/rooms/502779,20240900000000.0
10,https://www.airbnb.com/rooms/502842,20240900000000.0
11,https://www.airbnb.com/rooms/511705,20240900000000.0
12,https://www.airbnb.com/rooms/536123,20240900000000.0
13,https://www.airbnb.com/rooms/536197,20240900000000.0
14,https://www.airbnb.com/rooms/565235,20240900000000.0
15,https://www.airbnb.com/rooms/567938,20240900000000.0
16,https://www.airbnb.com/rooms/571492,20240900000000.0
17,https://www.airbnb.com/rooms/133835,20240900000000.0
18,https://www.airbnb.com/rooms/134340,20240900000000.0
19,https://www.airbnb.com/rooms/154243,20240900000000.0
20,https://www.airbnb.com/rooms/155654,20240900000000.0
21,https://www.airbnb.com/rooms/240960,20240900000000.0
22,https://www.airbnb.com/rooms/571876,20240900000000.0
23,https://www.airbnb.com/rooms/590287,20240900000000.0
24,https://www.airbnb.com/rooms/593916,20240900000000.0
25,https://www.airbnb.com/rooms/631150,20240900000000.0
26,https://www.airbnb.com/rooms/644785,20240900000000.0
27,https://www.airbnb.com/rooms/653639,20240900000000.0
28,https://www.airbnb.com/rooms/691025,20240900000000.0
29,https://www.airbnb.com/rooms/695173,20240900000000.0
30,https://www.airbnb.com/rooms/699974,20240900000000.0
31,https://www.airbnb.com/rooms/270611,20240900000000.0
32,https://www.airbnb.com/rooms/270954,20240900000000.0
33,https://www.airbnb.com/rooms/270973,20240900000000.0
34,https://www.airbnb.com/rooms/306234,20240900000000.0
35,https://www.airbnb.com/rooms/308157,20240900000000.0
36,https://www.airbnb.com/rooms/350321,20240900000000.0
37,https://www.airbnb.com/rooms/361393,20240900000000.0
38,https://www.airbnb.com/rooms/401423,20240900000000.0
39,https://www.airbnb.com/rooms/702480,20240900000000.0
40,https://www.airbnb.com/rooms/709960,20240900000000.0
41,https://www.airbnb.com/rooms/711554,20240900000000.0
42,https://www.airbnb.com/rooms/718941,20240900000000.0
43,https://www.airbnb.com/rooms/724485,20240900000000.0
44,https://www.airbnb.com/rooms/726412,20240900000000.0
45,https://www.airbnb.com/rooms/727374,20240900000000.0
